[10:21:31.1911111] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Spawning/Use LC Spawn System"
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for PlantItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for PliersItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for PlungerItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for RetroToyItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for ScrewdriverItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for SinkItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for SocketWrenchItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for SqueakytoyItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for SuitcaseItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for ToasterItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for ToolboxItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for TophatItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for TrafficconeItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for VentItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for WateringCanItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Updated matching properties for WheelItem (Item).
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5474484] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WinebottleItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WrenchItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for AlcoholFlaskItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for AnvilItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for BaseballbatItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for BeercanItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for BrickItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for BrokenengineItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for BucketItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for CanpaintItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for CanteenItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for CarbatteryItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for ClampItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for ClockItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FancyPaintingItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FanItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FireaxeItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FireextinguisherItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FirehydrantItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for FoodcanItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for GameboyItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for GarbageItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for HammerItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for JerrycanItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for KeyboardItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for LanternItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for LibrarylampItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for PlantItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for PliersItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for PlungerItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for RetroToyItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for ScrewdriverItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for SinkItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for SocketWrenchItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for SqueakytoyItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for SuitcaseItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for ToasterItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for ToolboxItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for TophatItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for TrafficconeItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for VentItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WateringCanItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WheelItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WinebottleItem (Item).
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Vanilla to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Registered spawn rate for Custom to 20
[10:22:13.5484441] [Info   :ImmersiveScrap] Updated matching properties for WrenchItem (Item).
[10:22:13.5732343] [Info   :LethalLevelLoader] Custom Content Processed. Unlocking Main Menu.
[10:22:13.5752316] [Debug  :HauntedHarpist|1.3.24] Harp audio clip 'HarpMusic1' loaded asynchronously
[10:22:13.5752316] [Debug  :HauntedHarpist|1.3.24] Harp audio clip 'HarpMusic2' loaded asynchronously
[10:22:13.5752316] [Debug  :HauntedHarpist|1.3.24] Harp audio clip 'HarpMusic3' loaded asynchronously
[10:22:13.5752316] [Debug  :HauntedHarpist|1.3.24] Bagpipes audio clip 'BagpipeMusic' loaded asynchronously
[10:22:13.5930518] [Debug  :me.loaforc.soundapi] manager disabled
[10:22:13.5940514] [Debug  :me.loaforc.soundapi] manager destroyed
[10:22:13.6151247] [Warning:LethalPerformance] EntranceTeleport search called with inactive objects, probably will cause incompatibility!
[10:22:13.7449447] [Info   :ReservedFlashlightSlot-2.0.10] Initializing hotkeys.
[10:22:13.7459448] [Info   :ReservedSprayPaintSlot-1.1.3] Initializing hotkeys.
[10:22:13.7479449] [Info   :ReservedUtilitySlot-1.0.7] Initializing hotkeys.
[10:22:13.7479449] [Info   :ReservedWalkieSlot-2.0.7] Initializing hotkeys.
[10:22:13.7489451] [Info   :ReservedWeaponSlot-1.1.5] Initializing hotkeys.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Found CullFactory mod, Will attempt to grab OnTeleportOtherPlayerThroughEntrance() and OnTeleportLocalPlayerThroughEntrance() methodInfos
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Scopophobia is present. Shy Guy and NoShyGuy event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Kittenji.HerobrineMod is present. Herobrine event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Ccode.SirenHead is present. SirenHead event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] nomnomab.rollinggiant is present. RollingGiant and NoRollingGiant event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] com.zealsprince.locker is present. Locker and NoLocker event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Kittenji.FootballEntity is present. Football event will now occur.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] sparble.slendermanmod is present. SlenderMan event will now occur
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] CodeRebirth is present. CodeRebirth Detected
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] Jordo.NeedyCats is present. Needy Cats Detected
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] FlipMods.HotbarPlus is present. HotBarPlus Detected.
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] com.github.biodiversitylc.Biodiversity is present. Biodiversity Detected
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] MelanieMelicious.furniturePack0 is present. Furniture Pack Detected
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] butterystancakes.lethalcompany.barberfixes is present. Barber Fixes Detected
[10:22:13.7688510] [Info   :BrutalCompanyMinusExtraReborn] com.github.teamxiaolan.dawnlib is present. DawnLib Detected.
[10:22:14.6809062] [Info   :me.loaforc.soundapi] Starting AudioManager.
[10:22:14.7248969] [Info   :KawaiiBone.Remnants] Loading in items.
[10:22:14.7258976] [Info   :KawaiiBone.Remnants] Registering Rocket Launcher as scrap.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Added Rocket Launcher as a scrap item.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Registering Utility Belt as scrap.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Added Utility Belt as a scrap item.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Registering Missile as scrap.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Added Missile as a scrap item.
[10:22:14.7278998] [Info   :KawaiiBone.Remnants] Registering Emergency Flare (ammo) as scrap.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Added Emergency Flare (ammo) as a scrap item.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Registering Remote Radar as scrap.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Added Remote Radar as a scrap item.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Registering Toy Hammer as scrap.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Added Toy Hammer as a scrap item.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Registering Flaregun as scrap.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Added Flaregun as a scrap item.
[10:22:14.7288973] [Info   :KawaiiBone.Remnants] Registering Hacking Tool as scrap.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Added Hacking Tool as a scrap item.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Registering Pinger as scrap.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Added Pinger as a scrap item.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Registering Night Vision Goggles as scrap.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Added Night Vision Goggles as a scrap item.
[10:22:14.7298983] [Info   :KawaiiBone.Remnants] Registering Medic Bag as scrap.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Added Medic Bag as a scrap item.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Registering Cat Food as scrap.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Added Cat Food as a scrap item.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Registering Whistle as scrap.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Added Whistle as a scrap item.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Registering PluckAPhone as scrap.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Added PluckAPhone as a scrap item.
[10:22:14.7308993] [Info   :KawaiiBone.Remnants] Registering Glow Seed as scrap.
[10:22:14.7319182] [Info   :KawaiiBone.Remnants] Added Glow Seed as a scrap item.
[10:22:14.7319182] [Info   :KawaiiBone.Remnants] Registering Boombox as scrap.
[10:22:14.7319182] [Info   :KawaiiBone.Remnants] Added Boombox as a scrap item.
[10:22:14.7329159] [Info   :KawaiiBone.Remnants] Items loaded in.
[10:22:14.7790338] [Info   :KawaiiBone.Remnants] Registering custom moons data.
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: Black Mesa
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: Black Mesa
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 745 Oxyde
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 745 Oxyde
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 198 Cabal
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 198 Cabal
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 556 Flicker
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 556 Flicker
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 559 Pareidolia
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 559 Pareidolia
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 556 Shutter
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 556 Shutter
[10:22:14.7800339] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 161 Abaddon
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 161 Abaddon
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 607 Vigilance
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 607 Vigilance
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 551 Lament
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 551 Lament
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: The Iris
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: The Iris
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 31 Arcadia
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 31 Arcadia
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 10 EGypt
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 10 EGypt
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: Sanguine
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: Sanguine
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 111 PsychSanctum
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 111 PsychSanctum
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: Spectralis
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: Spectralis
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 37 Zenit
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 37 Zenit
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 32 Argent
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 32 Argent
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] New moon found attempting to register bodies to moon: 823 Bozoros
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Registered bodies to moon: 823 Bozoros
[10:22:14.7810343] [Info   :KawaiiBone.Remnants] Custom moons data registered.
[10:22:14.8349391] [Info   :KawaiiBone.Remnants] Loaded asset: DefaultBodyItem
[10:22:14.8389381] [Info   :KawaiiBone.Remnants] Loaded asset: HeadBurstBodyItem
[10:22:14.8399418] [Info   :KawaiiBone.Remnants] Loaded asset: CoilBodyItem
[10:22:14.8409428] [Info   :KawaiiBone.Remnants] Loaded asset: WebbedBodyItem
[10:22:14.8421934] [Info   :KawaiiBone.Remnants] Loaded asset: DefaultBodyProp
[10:22:14.8421934] [Info   :KawaiiBone.Remnants] Loaded asset: HeadBurstBodyProp
[10:22:14.8431916] [Info   :KawaiiBone.Remnants] Loaded asset: CoilHeadBodyProp
[10:22:14.8431916] [Info   :KawaiiBone.Remnants] Loaded asset: WebbedBodyProp
[10:22:14.8451935] [Info   :MoreBattery] [MoreBattery] Spawning HUD GameObject on scene loaded: InitSceneLaunchOptions
[10:22:14.8461944] [Info   :MoreBattery] [MoreBattery] Successfully spawned HUD GameObject!
[10:22:18.6628244] [Warning:LCSoundTool] Networking disabled. Mod in fully client side mode, but no networked actions can take place! You can safely ignore this if you want the mod to run fully client side.
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: OEM1, skipping remapping
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: OEM2, skipping remapping
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: OEM3, skipping remapping
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: OEM4, skipping remapping
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: OEM5, skipping remapping
[10:22:18.7041665] [Debug  :   BepInEx] [UnityInput] Unknown key name: IMESelected, skipping remapping
