[10:30:19.9108428] [Info   : LethalMin] Adding PikminItem Compoent to PantiesItem
[10:30:20.0677508] [Debug  : LethalMin] Calculated weight for Friendship ender: 9 lb, Devided weight: 3.6 lb
[10:30:20.0677508] [Debug  : LethalMin] (CustomFace) Colider: CustomFace (UnityEngine.BoxCollider)
[10:30:20.0677508] [Debug  : LethalMin] (CustomFace) Center: (-4.00, 0.00, 2.00)
[10:30:20.0677508] [Debug  : LethalMin] Creating counter for CustomFace
[10:30:20.0677508] [Info   : LethalMin] Adding PikminItem Compoent to AinzOoalGown
[10:30:20.0677508] [Debug  : LethalMin] Calculated weight for Ainz Ooal Gown: 42 lb, Devided weight: 16.8 lb
[10:30:20.0677508] [Debug  : LethalMin] (AinzOoalGown) Colider: AinzOoalGown (UnityEngine.BoxCollider)
[10:30:20.0677508] [Debug  : LethalMin] (AinzOoalGown) Center: (-4.50, -0.04, 0.00)
[10:30:20.0687518] [Debug  : LethalMin] Creating counter for AinzOoalGown
[10:30:20.0687518] [Info   : LethalMin] Adding PikminItem Compoent to Controller
[10:30:20.0687518] [Debug  : LethalMin] Calculated weight for Controller: 8 lb, Devided weight: 3.2 lb
[10:30:20.0687518] [Debug  : LethalMin] (Controller) Colider: Controller (UnityEngine.BoxCollider)
[10:30:20.0687518] [Debug  : LethalMin] (Controller) Center: (-4.00, 0.00, 4.00)
[10:30:20.0687518] [Debug  : LethalMin] Creating counter for Controller
[10:30:20.0687518] [Info   : LethalMin] Adding PikminItem Compoent to DarkJobApplication
[10:30:20.0687518] [Debug  : LethalMin] Calculated weight for Job application: 0 lb, Devided weight: 0 lb
[10:30:20.0687518] [Debug  : LethalMin] (DarkJobApplication) Colider: DarkJobApplication (UnityEngine.BoxCollider)
[10:30:20.0687518] [Debug  : LethalMin] (DarkJobApplication) Center: (6.00, 0.00, 4.00)
[10:30:20.0687518] [Debug  : LethalMin] Creating counter for DarkJobApplication
[10:30:20.0687518] [Info   : LethalMin] Adding PikminItem Compoent to HarryMason
[10:30:20.0687518] [Debug  : LethalMin] Calculated weight for Harry Mason: 29 lb, Devided weight: 11.6 lb
[10:30:20.0687518] [Debug  : LethalMin] (HarryMason) Colider: HarryMason (UnityEngine.BoxCollider)
[10:30:20.0687518] [Debug  : LethalMin] (HarryMason) Center: (6.00, 0.00, 0.00)
[10:30:20.0687518] [Debug  : LethalMin] Creating counter for HarryMason
[10:30:20.0687518] [Info   : LethalMin] Adding PikminItem Compoent to Abi
[10:30:20.0687518] [Debug  : LethalMin] Calculated weight for The talking orb: 19 lb, Devided weight: 7.6 lb
[10:30:20.0687518] [Debug  : LethalMin] (Abi) Colider: Abi (UnityEngine.BoxCollider)
[10:30:20.0687518] [Debug  : LethalMin] (Abi) Center: (0.00, 0.00, 4.00)
[10:30:20.0697509] [Debug  : LethalMin] Creating counter for Abi
[10:30:20.0697509] [Info   : LethalMin] Adding PikminItem Compoent to SquareSteel
[10:30:20.0697509] [Debug  : LethalMin] Calculated weight for Galvanized square steel: 37 lb, Devided weight: 14.8 lb
[10:30:20.0697509] [Debug  : LethalMin] (SquareSteel) Colider: SquareSteel (UnityEngine.BoxCollider)
[10:30:20.0697509] [Debug  : LethalMin] (SquareSteel) Center: (8.00, 0.00, 4.00)
[10:30:20.0697509] [Debug  : LethalMin] Creating counter for SquareSteel
[10:30:20.0697509] [Info   : LethalMin] Adding PikminItem Compoent to Spoon
[10:30:20.0697509] [Debug  : LethalMin] Calculated weight for Comically Large Spoon: 16 lb, Devided weight: 6.4 lb
[10:30:20.0697509] [Debug  : LethalMin] (Spoon) Colider: Spoon (UnityEngine.BoxCollider)
[10:30:20.0697509] [Debug  : LethalMin] (Spoon) Center: (3.95, 0.04, 1.98)
[10:30:20.0697509] [Debug  : LethalMin] Creating counter for Spoon
[10:30:20.0707519] [Info   : LethalMin] Adding PikminItem Compoent to BookCustom
[10:30:20.0707519] [Debug  : LethalMin] Calculated weight for Basics of architecture: 20 lb, Devided weight: 8 lb
[10:30:20.0707519] [Debug  : LethalMin] (BookCustom) Colider: BookCustom (UnityEngine.BoxCollider)
[10:30:20.0707519] [Debug  : LethalMin] (BookCustom) Center: (-10.00, 0.00, 2.00)
[10:30:20.0707519] [Debug  : LethalMin] Creating counter for BookCustom
[10:30:20.0707519] [Info   : LethalMin] Adding PikminItem Compoent to HelmDomination
[10:30:20.0707519] [Debug  : LethalMin] Calculated weight for Helm of Domination: 47 lb, Devided weight: 18.8 lb
[10:30:20.0707519] [Debug  : LethalMin] (HelmDomination) Colider: HelmDomination (UnityEngine.BoxCollider)
[10:30:20.0707519] [Debug  : LethalMin] (HelmDomination) Center: (2.00, 0.00, 0.00)
[10:30:20.0707519] [Debug  : LethalMin] Creating counter for HelmDomination
[10:30:20.0707519] [Info   : LethalMin] Adding PikminItem Compoent to Cristal
[10:30:20.0707519] [Debug  : LethalMin] Calculated weight for Mystic Cristal: 1 lb, Devided weight: 0.4 lb
[10:30:20.0707519] [Debug  : LethalMin] (Cristal) Colider: Cristal (UnityEngine.BoxCollider)
[10:30:20.0707519] [Debug  : LethalMin] (Cristal) Center: (-7.02, 0.02, 0.00)
[10:30:20.0707519] [Debug  : LethalMin] Creating counter for Cristal
[10:30:20.0717494] [Info   : LethalMin] Adding PikminItem Compoent to PuppyShark
[10:30:20.0717494] [Debug  : LethalMin] Calculated weight for Puppy Shark: 1 lb, Devided weight: 0.4 lb
[10:30:20.0717494] [Debug  : LethalMin] (PuppyShark) Colider: PuppyShark (UnityEngine.BoxCollider)
[10:30:20.0717494] [Debug  : LethalMin] (PuppyShark) Center: (8.03, 0.00, 0.00)
[10:30:20.0717494] [Debug  : LethalMin] Creating counter for PuppyShark
[10:30:20.0717494] [Info   : LethalMin] Adding PikminItem Compoent to UnoReverseCard
[10:30:20.0717494] [Debug  : LethalMin] Calculated weight for Uno Reverse Card: 0 lb, Devided weight: 0 lb
[10:30:20.0717494] [Debug  : LethalMin] (UnoReverseCard) Colider: UnoReverseCard (UnityEngine.BoxCollider)
[10:30:20.0717494] [Debug  : LethalMin] (UnoReverseCard) Center: (10.00, 0.00, 0.00)
[10:30:20.0717494] [Debug  : LethalMin] Creating counter for UnoReverseCard
[10:30:20.0717494] [Info   : LethalMin] Adding PikminItem Compoent to Ocarina
[10:30:20.0717494] [Debug  : LethalMin] Calculated weight for Ocarina: 0 lb, Devided weight: 0 lb
[10:30:20.0717494] [Debug  : LethalMin] (Ocarina) Colider: Ocarina (UnityEngine.BoxCollider)
[10:30:20.0717494] [Debug  : LethalMin] (Ocarina) Center: (0.00, 0.00, 2.00)
[10:30:20.0717494] [Debug  : LethalMin] Creating counter for Ocarina
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to EmergencyMeeting
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Emergency meeting: 12 lb, Devided weight: 4.8 lb
[10:30:20.0722527] [Debug  : LethalMin] (EmergencyMeeting) Colider: EmergencyMeeting (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (EmergencyMeeting) Center: (14.00, 0.00, 0.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for EmergencyMeeting
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to UnoReverseCardDX
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Uno Reverse Card DX: 0 lb, Devided weight: 0 lb
[10:30:20.0722527] [Debug  : LethalMin] (UnoReverseCardDX) Colider: UnoReverseCardDX (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (UnoReverseCardDX) Center: (10.00, 0.00, 2.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for UnoReverseCardDX
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to DanceNote
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Dance Note: 2 lb, Devided weight: 0.8 lb
[10:30:20.0722527] [Debug  : LethalMin] (DanceNote) Colider: DanceNote (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (DanceNote) Center: (4.00, 0.00, 2.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for DanceNote
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to Eevee
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Eevee: 8 lb, Devided weight: 3.2 lb
[10:30:20.0722527] [Debug  : LethalMin] (Eevee) Colider: Eevee (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (Eevee) Center: (4.00, 0.00, 0.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for Eevee
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to Boink
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Boink: 0 lb, Devided weight: 0 lb
[10:30:20.0722527] [Debug  : LethalMin] (Boink) Colider: Boink (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (Boink) Center: (2.00, 0.00, 0.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for Boink
[10:30:20.0722527] [Info   : LethalMin] Adding PikminItem Compoent to DeathNote
[10:30:20.0722527] [Debug  : LethalMin] Calculated weight for Death Note: 2 lb, Devided weight: 0.8 lb
[10:30:20.0722527] [Debug  : LethalMin] (DeathNote) Colider: DeathNote (UnityEngine.BoxCollider)
[10:30:20.0722527] [Debug  : LethalMin] (DeathNote) Center: (0.00, 0.00, 0.00)
[10:30:20.0722527] [Debug  : LethalMin] Creating counter for DeathNote
[10:30:20.0732577] [Info   : LethalMin] Adding PikminItem Compoent to TotemOfUndying
[10:30:20.0732577] [Debug  : LethalMin] Calculated weight for Totem of Undying: 21 lb, Devided weight: 8.4 lb
[10:30:20.0732577] [Debug  : LethalMin] (TotemOfUndying) Colider: TotemOfUndying (UnityEngine.BoxCollider)
[10:30:20.0732577] [Debug  : LethalMin] (TotemOfUndying) Center: (2.00, 0.00, 2.00)
[10:30:20.0732577] [Debug  : LethalMin] Creating counter for TotemOfUndying
[10:30:20.0732577] [Info   : LethalMin] Adding PikminItem Compoent to SuperSneakers
[10:30:20.0732577] [Debug  : LethalMin] Calculated weight for Super Sneakers: 7 lb, Devided weight: 2.8 lb
[10:30:20.0732577] [Debug  : LethalMin] (SuperSneakers) Colider: SuperSneakers (UnityEngine.BoxCollider)
[10:30:20.0732577] [Debug  : LethalMin] (SuperSneakers) Center: (16.00, 0.00, 0.00)
[10:30:20.0732577] [Debug  : LethalMin] Creating counter for SuperSneakers
[10:30:20.0732577] [Info   : LethalMin] Adding PikminItem Compoent to Nokia
[10:30:20.0732577] [Debug  : LethalMin] Calculated weight for Nokia: 0 lb, Devided weight: 0 lb
[10:30:20.0732577] [Debug  : LethalMin] (Nokia) Colider: Nokia (UnityEngine.BoxCollider)
[10:30:20.0732577] [Debug  : LethalMin] (Nokia) Center: (6.00, 0.00, 2.00)
[10:30:20.0732577] [Debug  : LethalMin] Creating counter for Nokia
[10:30:20.0732577] [Info   : LethalMin] Adding PikminItem Compoent to FreddyFazbear
[10:30:20.0732577] [Debug  : LethalMin] Calculated weight for Freddy Fazbear: 35 lb, Devided weight: 14 lb
[10:30:20.0732577] [Debug  : LethalMin] (FreddyFazbear) Colider: FreddyFazbear (UnityEngine.BoxCollider)
[10:30:20.0732577] [Debug  : LethalMin] (FreddyFazbear) Center: (8.00, 0.00, 2.00)
[10:30:20.0742569] [Debug  : LethalMin] Creating counter for FreddyFazbear
[10:30:20.0742569] [Info   : LethalMin] Adding PikminItem Compoent to Moai
[10:30:20.0742569] [Debug  : LethalMin] Calculated weight for Moai Statue: 91 lb, Devided weight: 36.4 lb
[10:30:20.0742569] [Debug  : LethalMin] (Moai) Colider: Moai (UnityEngine.BoxCollider)
[10:30:20.0742569] [Debug  : LethalMin] (Moai) Center: (8.00, 0.00, 0.00)
[10:30:20.0742569] [Debug  : LethalMin] Creating counter for Moai
[10:30:20.0742569] [Info   : LethalMin] Adding PikminItem Compoent to MasterSword
[10:30:20.0742569] [Debug  : LethalMin] Calculated weight for Master Sword: 19 lb, Devided weight: 7.6 lb
[10:30:20.0742569] [Debug  : LethalMin] (MasterSword) Colider: MasterSword (UnityEngine.BoxCollider)
[10:30:20.0742569] [Debug  : LethalMin] (MasterSword) Center: (18.00, 0.00, 0.00)
[10:30:20.0742569] [Debug  : LethalMin] Creating counter for MasterSword
[10:30:20.0742569] [Info   : LethalMin] Adding PikminItem Compoent to CupNoodle
[10:30:20.0742569] [Debug  : LethalMin] Calculated weight for Cup Noodle: 0 lb, Devided weight: 0 lb
[10:30:20.0742569] [Debug  : LethalMin] (CupNoodle) Colider: CupNoodle (UnityEngine.BoxCollider)
[10:30:20.0742569] [Debug  : LethalMin] (CupNoodle) Center: (6.00, 0.00, 0.00)
[10:30:20.0742569] [Debug  : LethalMin] Creating counter for CupNoodle
[10:30:20.0742569] [Info   : LethalMin] Adding PikminItem Compoent to FroggyChair
[10:30:20.0742569] [Debug  : LethalMin] Calculated weight for Froggy Chair: 17 lb, Devided weight: 6.8 lb
[10:30:20.0742569] [Debug  : LethalMin] (FroggyChair) Colider: FroggyChair (UnityEngine.BoxCollider)
[10:30:20.0742569] [Debug  : LethalMin] (FroggyChair) Center: (12.00, 0.00, 0.00)
[10:30:20.0742569] [Debug  : LethalMin] Creating counter for FroggyChair
[10:30:20.0757605] [Info   : LethalMin] Adding PikminItem Compoent to The awesome doohickey blaster Prefab
[10:30:20.0757605] [Debug  : LethalMin] Calculated weight for The awesome doohickey blaster: 3 lb, Devided weight: 1.2 lb
[10:30:20.0757605] [Debug  : LethalMin] (The awesome doohickey blaster Prefab) Colider: The awesome doohickey blaster Prefab (UnityEngine.BoxCollider)
[10:30:20.0757605] [Debug  : LethalMin] (The awesome doohickey blaster Prefab) Center: (449.46, -49.65, -566.04)
[10:30:20.0757605] [Debug  : LethalMin] Creating counter for The awesome doohickey blaster Prefab
[10:30:20.0757605] [Info   : LethalMin] Adding PikminItem Compoent to Light Crowbar
[10:30:20.0757605] [Debug  : LethalMin] Calculated weight for Light crowbar: 11 lb, Devided weight: 4.4 lb
[10:30:20.0757605] [Debug  : LethalMin] (Light Crowbar) Colider: Light Crowbar (UnityEngine.BoxCollider)
[10:30:20.0757605] [Debug  : LethalMin] (Light Crowbar) Center: (20.98, 9.88, 13.86)
[10:30:20.0757605] [Debug  : LethalMin] Creating counter for Light Crowbar
[10:30:20.0757605] [Info   : LethalMin] Adding PikminItem Compoent to Plastic Jug
[10:30:20.0757605] [Debug  : LethalMin] Calculated weight for Large jug: 8 lb, Devided weight: 3.2 lb
[10:30:20.0757605] [Debug  : LethalMin] (Plastic Jug) Colider: Plastic Jug (UnityEngine.BoxCollider)
[10:30:20.0757605] [Debug  : LethalMin] (Plastic Jug) Center: (3.42, 0.27, 10.48)
[10:30:20.0757605] [Debug  : LethalMin] Creating counter for Plastic Jug
[10:30:20.0757605] [Info   : LethalMin] Adding PikminItem Compoent to FlipLighterItem
[10:30:20.0757605] [Debug  : LethalMin] Calculated weight for Flip lighter: 2 lb, Devided weight: 0.8 lb
[10:30:20.0757605] [Debug  : LethalMin] (FlipLighterItem) Colider: FlipLighterItem (UnityEngine.BoxCollider)
[10:30:20.0757605] [Debug  : LethalMin] (FlipLighterItem) Center: (1.45, 0.13, -4.10)
[10:30:20.0757605] [Debug  : LethalMin] Creating counter for FlipLighterItem
[10:30:20.0757605] [Info   : LethalMin] Adding PikminItem Compoent to Plastic Canister
[10:30:20.0757605] [Debug  : LethalMin] Calculated weight for Plastic canister: 8 lb, Devided weight: 3.2 lb
[10:30:20.0757605] [Debug  : LethalMin] (Plastic Canister) Colider: Plastic Canister (UnityEngine.BoxCollider)
[10:30:20.0757605] [Debug  : LethalMin] (Plastic Canister) Center: (-3.68, 0.29, -6.25)
[10:30:20.0767670] [Debug  : LethalMin] Creating counter for Plastic Canister
[10:30:20.0767670] [Info   : LethalMin] Adding PikminItem Compoent to Impact Grenade Prop
[10:30:20.0767670] [Debug  : LethalMin] Calculated weight for Impact flash: 3 lb, Devided weight: 1.2 lb
[10:30:20.0767670] [Debug  : LethalMin] (Impact Grenade Prop) Colider: Impact Grenade Prop (UnityEngine.BoxCollider)
[10:30:20.0767670] [Debug  : LethalMin] (Impact Grenade Prop) Center: (-0.26, 0.33, -2.62)
[10:30:20.0767670] [Debug  : LethalMin] Creating counter for Impact Grenade Prop
[10:30:20.0767670] [Info   : LethalMin] Adding PikminItem Compoent to JammerItem
[10:30:20.0767670] [Debug  : LethalMin] Calculated weight for Jammer: 2 lb, Devided weight: 0.8 lb
[10:30:20.0767670] [Debug  : LethalMin] (JammerItem) Colider: JammerItem (UnityEngine.BoxCollider)
[10:30:20.0767670] [Debug  : LethalMin] (JammerItem) Center: (1.45, 0.13, -4.10)
[10:30:20.0767670] [Debug  : LethalMin] Creating counter for JammerItem
[10:30:20.0767670] [Info   : LethalMin] Adding PikminItem Compoent to SingleBarrelShotgun
[10:30:20.0767670] [Debug  : LethalMin] Calculated weight for Single shotgun: 19 lb, Devided weight: 7.6 lb
[10:30:20.0767670] [Debug  : LethalMin] (SingleBarrelShotgun) Colider: SingleBarrelShotgun (UnityEngine.BoxCollider)
[10:30:20.0767670] [Debug  : LethalMin] (SingleBarrelShotgun) Center: (-180.32, -97.46, 68.24)
[10:30:20.0767670] [Debug  : LethalMin] Creating counter for SingleBarrelShotgun
[10:30:20.0767670] [Info   : LethalMin] Adding PikminItem Compoent to ElevatorKey
[10:30:20.0767670] [Debug  : LethalMin] Calculated weight for Elevator key: 0 lb, Devided weight: 0 lb
[10:30:20.0767670] [Debug  : LethalMin] (ElevatorKey) Colider: ElevatorKey (UnityEngine.BoxCollider)
[10:30:20.0767670] [Debug  : LethalMin] (ElevatorKey) Center: (5.10, 0.70, -13.06)
[10:30:20.0767670] [Debug  : LethalMin] Creating counter for ElevatorKey
[10:30:20.0767670] [Info   : LethalMin] Adding PikminItem Compoent to LongShotgunItem
[10:30:20.0767670] [Debug  : LethalMin] Calculated weight for Military shotgun: 25 lb, Devided weight: 10 lb
[10:30:20.0767670] [Debug  : LethalMin] (LongShotgunItem) Colider: LongShotgunItem (UnityEngine.BoxCollider)
[10:30:20.0767670] [Debug  : LethalMin] (LongShotgunItem) Center: (-7.17, 1.01, -7.01)
[10:30:20.0777661] [Debug  : LethalMin] Creating counter for LongShotgunItem
[10:30:20.0777661] [Info   : LethalMin] Adding PikminItem Compoent to NecronomiconOff
[10:30:20.0777661] [Debug  : LethalMin] Calculated weight for Necronomicon: 36 lb, Devided weight: 14.4 lb
[10:30:20.0777661] [Debug  : LethalMin] (NecronomiconOff) Colider: NecronomiconOff (UnityEngine.BoxCollider)
[10:30:20.0777661] [Debug  : LethalMin] (NecronomiconOff) Center: (5.90, 0.00, -15.94)
[10:30:20.0777661] [Debug  : LethalMin] Creating counter for NecronomiconOff
[10:30:20.0777661] [Info   : LethalMin] Adding PikminItem Compoent to CrystalShale
[10:30:20.0777661] [Debug  : LethalMin] Calculated weight for Crystal Shale: 19 lb, Devided weight: 7.6 lb
[10:30:20.0777661] [Debug  : LethalMin] (CrystalShale) Colider: CrystalShale (UnityEngine.BoxCollider)
[10:30:20.0777661] [Debug  : LethalMin] (CrystalShale) Center: (0.00, 0.00, 0.00)
[10:30:20.0777661] [Debug  : LethalMin] Creating counter for CrystalShale
[10:30:20.0787652] [Info   : LethalMin] Adding PikminItem Compoent to CharredDiamond
[10:30:20.0787652] [Debug  : LethalMin] Calculated weight for Charred diamond: 0 lb, Devided weight: 0 lb
[10:30:20.0787652] [Debug  : LethalMin] (CharredDiamond) Colider: CharredDiamond (UnityEngine.BoxCollider)
[10:30:20.0787652] [Debug  : LethalMin] (CharredDiamond) Center: (-3.22, 0.89, -10.79)
[10:30:20.0787652] [Debug  : LethalMin] Creating counter for CharredDiamond
[10:30:20.0787652] [Info   : LethalMin] Adding PikminItem Compoent to FalseArticle
[10:30:20.0787652] [Debug  : LethalMin] Calculated weight for False articles: 0 lb, Devided weight: 0 lb
[10:30:20.0787652] [Debug  : LethalMin] (FalseArticle) Colider: FalseArticle (UnityEngine.BoxCollider)
[10:30:20.0787652] [Debug  : LethalMin] (FalseArticle) Center: (-185.58, -147.75, 63.04)
[10:30:20.0787652] [Debug  : LethalMin] Creating counter for FalseArticle
[10:30:20.0787652] [Info   : LethalMin] Adding PikminItem Compoent to PlasmaLungApparatusTurnedOff
[10:30:20.0787652] [Debug  : LethalMin] Calculated weight for Plasma apparatus: 31 lb, Devided weight: 12.4 lb
[10:30:20.0787652] [Debug  : LethalMin] (PlasmaLungApparatusTurnedOff) Colider: PlasmaLungApparatusTurnedOff (UnityEngine.BoxCollider)
[10:30:20.0787652] [Debug  : LethalMin] (PlasmaLungApparatusTurnedOff) Center: (30.60, 1.65, -14.49)
[10:30:20.0787652] [Debug  : LethalMin] Creating counter for PlasmaLungApparatusTurnedOff
[10:30:20.0787652] [Info   : LethalMin] Adding PikminItem Compoent to BloodiedDiamond
[10:30:20.0787652] [Debug  : LethalMin] Calculated weight for Bloodied diamond: 0 lb, Devided weight: 0 lb
[10:30:20.0787652] [Debug  : LethalMin] (BloodiedDiamond) Colider: BloodiedDiamond (UnityEngine.BoxCollider)
[10:30:20.0787652] [Debug  : LethalMin] (BloodiedDiamond) Center: (-3.22, 0.89, -10.79)
[10:30:20.0787652] [Debug  : LethalMin] Creating counter for BloodiedDiamond
[10:30:20.0787652] [Info   : LethalMin] Adding PikminItem Compoent to LungApparatusTurnedOff
[10:30:20.0787652] [Debug  : LethalMin] Calculated weight for Apparatus: 31 lb, Devided weight: 12.4 lb
[10:30:20.0787652] [Debug  : LethalMin] (LungApparatusTurnedOff) Colider: LungApparatusTurnedOff (UnityEngine.BoxCollider)
[10:30:20.0787652] [Debug  : LethalMin] (LungApparatusTurnedOff) Center: (30.60, 1.65, -14.49)
[10:30:20.0797643] [Debug  : LethalMin] Creating counter for LungApparatusTurnedOff
[10:30:20.0797643] [Info   : LethalMin] Adding PikminItem Compoent to MachineParts
[10:30:20.0797643] [Debug  : LethalMin] Calculated weight for Machine parts: 19 lb, Devided weight: 7.6 lb
[10:30:20.0797643] [Debug  : LethalMin] (MachineParts) Colider: MachineParts (UnityEngine.BoxCollider)
[10:30:20.0797643] [Debug  : LethalMin] (MachineParts) Center: (3.09, 0.25, 11.16)
[10:30:20.0797643] [Debug  : LethalMin] Creating counter for MachineParts
[10:30:20.0797643] [Info   : LethalMin] Adding PikminItem Compoent to Gastank
[10:30:20.0797643] [Debug  : LethalMin] Calculated weight for Gas tank: 12 lb, Devided weight: 4.8 lb
[10:30:20.0797643] [Debug  : LethalMin] (Gastank) Colider: Gastank (UnityEngine.BoxCollider)
[10:30:20.0797643] [Debug  : LethalMin] (Gastank) Center: (-185.69, -147.15, 65.18)
[10:30:20.0797643] [Debug  : LethalMin] Creating counter for Gastank
[10:30:20.0797643] [Info   : LethalMin] Adding PikminItem Compoent to GreenLungApparatusDisabled
[10:30:20.0797643] [Debug  : LethalMin] Calculated weight for Toxic Apparatus: 31 lb, Devided weight: 12.4 lb
[10:30:20.0797643] [Debug  : LethalMin] (GreenLungApparatusDisabled) Colider: GreenLungApparatusDisabled (UnityEngine.BoxCollider)
[10:30:20.0797643] [Debug  : LethalMin] (GreenLungApparatusDisabled) Center: (30.60, 1.65, -14.49)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for GreenLungApparatusDisabled
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to CrownOff
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for CrownApparatus: 0 lb, Devided weight: 0 lb
[10:30:20.0807649] [Debug  : LethalMin] (CrownOff) Colider: CrownOff (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (CrownOff) Center: (0.00, 0.00, 0.00)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for CrownOff
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to DuckDisabled
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for Haunted apparatus: 8 lb, Devided weight: 3.2 lb
[10:30:20.0807649] [Debug  : LethalMin] (DuckDisabled) Colider: DuckDisabled (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (DuckDisabled) Center: (30.60, 1.65, -14.49)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for DuckDisabled
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to LiverPrefab
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for Diamond filled liver: 8 lb, Devided weight: 3.2 lb
[10:30:20.0807649] [Debug  : LethalMin] (LiverPrefab) Colider: LiverPrefab (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (LiverPrefab) Center: (-3.22, 0.89, -10.79)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for LiverPrefab
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to Gastank
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for Gas tank: 12 lb, Devided weight: 4.8 lb
[10:30:20.0807649] [Debug  : LethalMin] (Gastank) Colider: Gastank (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (Gastank) Center: (-185.69, -147.15, 65.18)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for Gastank
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to CandyCaneKnife
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for Candy cane: 0 lb, Devided weight: 0 lb
[10:30:20.0807649] [Debug  : LethalMin] (CandyCaneKnife) Colider: CandyCaneKnife (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (CandyCaneKnife) Center: (-179.00, -97.66, 69.44)
[10:30:20.0807649] [Debug  : LethalMin] Creating counter for CandyCaneKnife
[10:30:20.0807649] [Info   : LethalMin] Adding PikminItem Compoent to DubiousCandyCorn
[10:30:20.0807649] [Debug  : LethalMin] Calculated weight for Dubious candy corn: 0 lb, Devided weight: 0 lb
[10:30:20.0807649] [Debug  : LethalMin] (DubiousCandyCorn) Colider: DubiousCandyCorn (UnityEngine.BoxCollider)
[10:30:20.0807649] [Debug  : LethalMin] (DubiousCandyCorn) Center: (0.00, 0.00, 0.00)
[10:30:20.0817647] [Debug  : LethalMin] Creating counter for DubiousCandyCorn
[10:30:20.0817647] [Info   : LethalMin] Adding PikminItem Compoent to CoalPiece
[10:30:20.0817647] [Debug  : LethalMin] Calculated weight for Piece of coal: 0 lb, Devided weight: 0 lb
[10:30:20.0817647] [Debug  : LethalMin] (CoalPiece) Colider: CoalPiece (UnityEngine.BoxCollider)
[10:30:20.0817647] [Debug  : LethalMin] (CoalPiece) Center: (0.00, 0.00, 0.00)
[10:30:20.0817647] [Debug  : LethalMin] Creating counter for CoalPiece
[10:30:20.0817647] [Info   : LethalMin] Adding PikminItem Compoent to BozorosApparatus
[10:30:20.0817647] [Debug  : LethalMin] Calculated weight for Bozo-Apparatus: 31 lb, Devided weight: 12.4 lb
[10:30:20.0817647] [Debug  : LethalMin] (BozorosApparatus) Colider: BozorosApparatus (UnityEngine.BoxCollider)
[10:30:20.0817647] [Debug  : LethalMin] (BozorosApparatus) Center: (30.60, 1.65, -14.49)
[10:30:20.0817647] [Debug  : LethalMin] Creating counter for BozorosApparatus
[10:30:20.0817647] [Info   : LethalMin] Adding PikminItem Compoent to LungApparatusTurnedOff
[10:30:20.0817647] [Debug  : LethalMin] Calculated weight for Apparatus: 31 lb, Devided weight: 12.4 lb
[10:30:20.0817647] [Debug  : LethalMin] (LungApparatusTurnedOff) Colider: LungApparatusTurnedOff (UnityEngine.BoxCollider)
